"","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Year"
"7329",12.6,"Low Fat",0.024194731,"Dairy",36.1874,"Small","Tier 1","Supermarket Type1",423.4488,16
"7330",10.695,"Regular",0.01141595,"Snack Foods",74.0038,"High","Tier 3","Supermarket Type1",1034.6532,26
"7331",17.85,"Low Fat",0.018023997,"Health and Hygiene",95.9094,"Small","Tier 1","Supermarket Type1",2285.0256,16
"7332",19.75,"Low Fat",0.012499004,"Fruits and Vegetables",188.0872,"Medium","Tier 3","Supermarket Type2",2458.1336,4
"7333",7.97,"Low Fat",0.036045991,"Seafood",107.5596,"Other","Tier 3","Grocery Store",431.4384,15
"7334",12.6,"Low Fat",0.044607722,"Health and Hygiene",145.976,"Small","Tier 1","Grocery Store",585.904,28
"7335",15.7,"Low Fat",0.16098885,"Household",57.8562,"Other","Tier 2","Supermarket Type1",651.8182,11
"7336",15.1,"Low Fat",0.055793586,"Household",139.7496,"High","Tier 3","Supermarket Type1",3952.1888,26
"7337",6.63,"Regular",0.104445322,"Baking Goods",167.25,"Medium","Tier 3","Supermarket Type2",1830.95,4
"7338",8.6,"Low Fat",0.032687702,"Health and Hygiene",140.9154,"Other","Tier 2","Supermarket Type1",1134.5232,11
"7339",12.6,"Regular",0.026949463,"Meat",197.711,"Medium","Tier 3","Supermarket Type3",4910.275,28
"7340",13,"Low Fat",0.041909345,"Household",255.0014,"Other","Tier 2","Supermarket Type1",5865.0322,11
"7341",5.98,"Low Fat",0.04363058,"Fruits and Vegetables",148.2418,"Medium","Tier 1","Supermarket Type1",1618.5598,14
"7342",6.03,"Low Fat",0.0540205365,"Dairy",175.1028,"Medium","Tier 1","Supermarket Type1",1593.9252,14
"7343",13.8,"Regular",0.014793124,"Canned",88.5172,"Medium","Tier 3","Supermarket Type2",2408.8644,4
"7344",12.6,"Regular",0.065928735,"Breakfast",183.0292,"Medium","Tier 3","Supermarket Type3",8209.314,28
"7345",12.6,"Low Fat",0.01583438,"Breads",228.5668,"Medium","Tier 3","Supermarket Type3",3225.1352,28
"7346",16.1,"Regular",0.159728395,"Frozen Foods",34.3558,"Small","Tier 1","Supermarket Type1",271.6464,16
"7347",20.1,"Low Fat",0.014925407,"Health and Hygiene",143.4154,"High","Tier 3","Supermarket Type1",3545.385,26
"7348",9.17,"Low Fat",0.102893121,"Baking Goods",141.947,"High","Tier 3","Supermarket Type1",4008.116,26
"7349",10.895,"Low Fat",0.020951848,"Health and Hygiene",255.3672,"Small","Tier 1","Supermarket Type1",767.0016,16
"7350",5.325,"Regular",0.0540205365,"Dairy",55.8298,"Small","Tier 2","Supermarket Type1",485.3682,9
"7351",12.85,"Low Fat",0.108102606,"Fruits and Vegetables",233.3642,"High","Tier 3","Supermarket Type1",3950.1914,26
"7352",12.6,"Low Fat",0.0540205365,"Meat",196.8426,"Small","Tier 1","Grocery Store",593.2278,28
"7353",15.35,"Low Fat",0.073697713,"Soft Drinks",91.912,"Other","Tier 2","Supermarket Type1",559.272,6
"7354",16.7,"Regular",0.091437584,"Starchy Foods",64.3168,"Other","Tier 3","Grocery Store",127.8336,15
"7355",13.3,"Low Fat",0.009581155,"Snack Foods",64.951,"Small","Tier 1","Supermarket Type1",1644.526,16
"7356",12.6,"Low Fat",0.035997636,"Others",78.6618,"Small","Tier 1","Grocery Store",80.5618,28
"7357",6.67,"Regular",0.12332588,"Snack Foods",90.2514,"High","Tier 3","Supermarket Type1",974.0654,26
"7358",20.5,"Regular",0.112584813,"Fruits and Vegetables",192.0478,"Medium","Tier 1","Supermarket Type1",1549.9824,14
"7359",15.1,"Regular",0.019930418,"Frozen Foods",131.531,"Small","Tier 2","Supermarket Type1",2856.282,9
"7360",17,"Low Fat",0.126244059,"Household",124.6362,"Small","Tier 1","Supermarket Type1",3900.9222,16
"7361",8.42,"Regular",0.030905215,"Canned",227.6352,"Other","Tier 2","Supermarket Type1",2748.4224,11
"7362",15.2,"Regular",0.104365283,"Fruits and Vegetables",177.1054,"Other","Tier 2","Supermarket Type1",3151.8972,6
"7363",17,"Low Fat",0.087387669,"Health and Hygiene",125.073,"Other","Tier 3","Grocery Store",369.519,15
"7364",17.6,"Regular",0.053481818,"Starchy Foods",47.806,"Other","Tier 2","Supermarket Type1",1071.938,6
"7365",18,"Low Fat",0.073306615,"Canned",155.0972,"Medium","Tier 1","Supermarket Type1",3894.93,14
"7366",14.6,"Low Fat",0.043021542,"Household",196.9084,"Other","Tier 3","Grocery Store",595.2252,15
"7367",5.8,"Low Fat",0.13169655,"Dairy",89.4172,"Other","Tier 2","Supermarket Type1",2498.0816,6
"7368",9.8,"Low Fat",0.090834158,"Others",192.2478,"Medium","Tier 3","Supermarket Type2",4068.7038,4
"7369",12.6,"Low Fat",0.19875618,"Household",250.7724,"Small","Tier 1","Grocery Store",251.6724,28
"7370",14.3,"Low Fat",0.026321701,"Frozen Foods",77.6302,"Small","Tier 1","Supermarket Type1",950.7624,16
"7371",11.1,"Low Fat",0.176215665,"Baking Goods",158.8604,"Small","Tier 1","Supermarket Type1",2693.8268,16
"7372",17,"Low Fat",0.136008489,"Fruits and Vegetables",171.7106,"Other","Tier 2","Supermarket Type1",1711.106,11
"7373",18.6,"Regular",0.17174348,"Meat",48.8376,"Medium","Tier 1","Supermarket Type1",1294.3152,14
"7374",8.895,"Regular",0.08154715,"Snack Foods",49.8008,"Other","Tier 2","Supermarket Type1",759.012,6
"7375",12.6,"Low Fat",0.027570939,"Soft Drinks",86.6198,"Medium","Tier 3","Supermarket Type3",2529.3742,28
"7376",10.3,"Low Fat",0.146767897,"Meat",102.3648,"Medium","Tier 3","Supermarket Type2",1557.972,4
"7377",19.25,"Regular",0.03467086,"Canned",141.8496,"High","Tier 3","Supermarket Type1",2399.5432,26
"7378",12.6,"Low Fat",0.09619424,"Snack Foods",210.8612,"Small","Tier 2","Supermarket Type1",1254.3672,9
"7379",15.3,"Regular",0.08511049,"Canned",215.7218,"Medium","Tier 3","Supermarket Type2",1923.4962,4
"7380",12.6,"Regular",0.1263349,"Canned",184.0924,"Small","Tier 1","Grocery Store",555.2772,28
"7381",12.6,"Low Fat",0.012592289,"Household",123.3414,"Medium","Tier 3","Supermarket Type3",4751.8146,28
"7382",12.6,"Regular",0.05357685,"Baking Goods",122.2072,"Medium","Tier 3","Supermarket Type3",3552.7088,28
"7383",18.6,"Low Fat",0.077168705,"Snack Foods",160.6236,"Medium","Tier 3","Supermarket Type2",1611.236,4
"7384",14.5,"Low Fat",0.032597778,"Others",163.621,"Other","Tier 3","Grocery Store",815.605,15
"7385",13.5,"Low Fat",0.021583971,"Fruits and Vegetables",179.5976,"Medium","Tier 3","Supermarket Type2",2173.1712,4
"7386",10.3,"Low Fat",0.078903499,"Baking Goods",177.637,"Other","Tier 2","Supermarket Type1",4234.488,11
"7387",12.6,"Low Fat",0.091411749,"Health and Hygiene",121.373,"Small","Tier 1","Grocery Store",369.519,28
"7388",12.6,"Low Fat",0.084245356,"Health and Hygiene",164.6526,"Small","Tier 1","Grocery Store",657.8104,28
"7389",7.155,"Regular",0.281509514,"Breads",33.8874,"Other","Tier 3","Grocery Store",35.2874,15
"7390",16.5,"Low Fat",0.012689327,"Health and Hygiene",39.7506,"Medium","Tier 3","Supermarket Type2",227.7036,4
"7391",5.59,"Regular",0.094741514,"Snack Foods",63.1168,"Other","Tier 3","Grocery Store",191.7504,15
"7392",15.15,"Low Fat",0.046496777,"Baking Goods",149.6708,"Other","Tier 3","Grocery Store",300.9416,15
"7393",13.1,"Low Fat",0.076005548,"Dairy",166.1158,"Other","Tier 2","Supermarket Type1",1169.8106,6
"7394",8.06,"Low Fat",0.0540205365,"Breakfast",232.7326,"Medium","Tier 3","Supermarket Type2",3696.5216,4
"7395",10.195,"Regular",0.0540205365,"Frozen Foods",139.5838,"Medium","Tier 3","Supermarket Type2",4495.4816,4
"7396",10.1,"Low Fat",0.053732324,"Canned",49.8008,"Other","Tier 3","Grocery Store",303.6048,15
"7397",6.235,"Low Fat",0.033807904,"Household",258.9962,"Other","Tier 3","Grocery Store",258.9962,15
"7398",12.5,"Low Fat",0.020782036,"Breads",198.3742,"Medium","Tier 3","Supermarket Type2",2587.9646,4
"7399",11.35,"Regular",0.063173691,"Dairy",86.1856,"High","Tier 3","Supermarket Type1",1494.0552,26
"7400",9.065,"Low Fat",0.115563679,"Frozen Foods",96.0094,"Other","Tier 2","Supermarket Type1",1713.7692,11
"7401",11.65,"Regular",0.076278201,"Snack Foods",85.1908,"Other","Tier 2","Supermarket Type1",671.1264,6
"7402",18.2,"Regular",0.012223687,"Fruits and Vegetables",57.1904,"Medium","Tier 1","Supermarket Type1",1640.5312,14
"7403",6.115,"Regular",0.011419301,"Frozen Foods",91.0488,"Medium","Tier 3","Supermarket Type2",1629.8784,4
"7404",6.92,"Regular",0.131458247,"Breakfast",90.5804,"Medium","Tier 3","Supermarket Type2",183.7608,4
"7405",7.035,"Low Fat",0.021883368,"Frozen Foods",263.791,"Medium","Tier 1","Supermarket Type1",4996.829,14
"7406",18.2,"Low Fat",0.012607876,"Snack Foods",139.818,"Small","Tier 1","Supermarket Type1",1398.18,16
"7407",10.5,"Regular",0.025041738,"Fruits and Vegetables",218.7508,"Other","Tier 2","Supermarket Type1",3255.762,11
"7408",17.6,"Low Fat",0.018934719,"Health and Hygiene",237.759,"Medium","Tier 1","Supermarket Type1",3545.385,14
"7409",12.6,"Low Fat",0.021392306,"Fruits and Vegetables",182.0976,"Medium","Tier 3","Supermarket Type3",6157.3184,28
"7410",19.75,"Low Fat",0.041448824,"Fruits and Vegetables",116.5466,"Other","Tier 2","Supermarket Type1",2828.3184,11
"7411",16.5,"Low Fat",0.028395167,"Snack Foods",91.7146,"High","Tier 3","Supermarket Type1",2462.7942,26
"7412",13.15,"Regular",0.165221717,"Fruits and Vegetables",172.0764,"High","Tier 3","Supermarket Type1",4466.1864,26
"7413",7.89,"Low Fat",0.036127671,"Dairy",117.4782,"Small","Tier 2","Supermarket Type1",2026.0294,9
"7414",20.5,"Regular",0.019277945,"Frozen Foods",82.8592,"Medium","Tier 3","Supermarket Type2",1733.7432,4
"7415",16.25,"Low Fat",0.057629899,"Fruits and Vegetables",123.9046,"Medium","Tier 3","Supermarket Type2",1120.5414,4
"7416",12.6,"Low Fat",0.096212432,"Snack Foods",207.2612,"Small","Tier 1","Supermarket Type1",4390.2852,16
"7417",12.6,"Low Fat",0.024387984,"Baking Goods",92.4462,"Small","Tier 1","Grocery Store",185.0924,28
"7418",8.775,"Low Fat",0.021647195,"Fruits and Vegetables",109.5228,"Other","Tier 2","Supermarket Type1",994.7052,11
"7419",7.42,"Regular",0.021573645,"Seafood",184.6582,"Small","Tier 1","Supermarket Type1",5015.4714,16
"7420",8.67,"Low Fat",0.065424208,"Soft Drinks",145.8128,"Small","Tier 2","Supermarket Type1",2444.8176,9
"7421",8.77,"Regular",0.046866331,"Fruits and Vegetables",170.5422,"Other","Tier 2","Supermarket Type1",1551.9798,11
"7422",19.35,"Regular",0.0540205365,"Fruits and Vegetables",238.6564,"High","Tier 3","Supermarket Type1",3575.346,26
"7423",16.25,"Low Fat",0.087102593,"Dairy",96.041,"High","Tier 3","Supermarket Type1",868.869,26
"7424",11.5,"Low Fat",0.01774202,"Health and Hygiene",129.6626,"Other","Tier 2","Supermarket Type1",1836.2764,6
"7425",11.1,"Low Fat",0.010632752,"Canned",82.5908,"High","Tier 3","Supermarket Type1",1510.0344,26
"7426",12.6,"Regular",0.031116081,"Canned",55.264,"Medium","Tier 3","Supermarket Type3",1544.656,28
"7427",5.59,"Regular",0.05671761,"Snack Foods",62.9168,"Other","Tier 2","Supermarket Type1",1406.1696,11
"7428",12.6,"Low Fat",0.079931185,"Canned",219.7456,"Small","Tier 1","Grocery Store",884.1824,28
"7429",6.55,"Low Fat",0.024505418,"Breads",102.9332,"High","Tier 3","Supermarket Type1",1845.5976,26
"7430",6.85,"Low Fat",0.03830192,"Frozen Foods",261.2594,"Other","Tier 3","Grocery Store",1046.6376,15
"7431",21.25,"Low Fat",0.024693927,"Household",144.1102,"Medium","Tier 1","Supermarket Type1",1749.7224,14
"7432",12.6,"Low Fat",0.010590075,"Canned",84.6908,"Medium","Tier 3","Supermarket Type3",3691.1952,28
"7433",12.8,"Regular",0.190569038,"Breads",138.7838,"Other","Tier 3","Grocery Store",280.9676,15
"7434",8.31,"Regular",0.0540205365,"Snack Foods",177.4028,"Small","Tier 1","Supermarket Type1",3896.2616,16
"7435",12.1,"Low Fat",0.016826748,"Hard Drinks",179.166,"Small","Tier 1","Supermarket Type1",3056.022,16
"7436",12.6,"Low Fat",0.088394115,"Frozen Foods",194.7452,"Medium","Tier 3","Supermarket Type3",5872.356,28
"7437",20.25,"Low Fat",0.0540205365,"Household",145.6418,"High","Tier 3","Supermarket Type1",3384.2614,26
"7438",12.6,"Low Fat",0.129783577,"Baking Goods",78.2328,"Medium","Tier 3","Supermarket Type3",1004.0264,28
"7439",12.6,"Regular",0.0540205365,"Snack Foods",262.891,"Small","Tier 1","Grocery Store",788.973,28
"7440",16.75,"Low Fat",0.0540205365,"Snack Foods",156.163,"Small","Tier 1","Supermarket Type1",2816.334,16
"7441",7.075,"Low Fat",0.058465268,"Dairy",145.3128,"Other","Tier 2","Supermarket Type1",1869.5664,11
"7442",11.1,"Regular",0.053765212,"Fruits and Vegetables",163.1526,"Small","Tier 2","Supermarket Type1",1808.9786,9
"7443",6.63,"Regular",0.01098386,"Snack Foods",55.4588,"Medium","Tier 3","Supermarket Type2",343.5528,4
"7444",8.935,"Low Fat",0.040245222,"Frozen Foods",54.9298,"Medium","Tier 1","Supermarket Type1",1348.245,14
"7445",7.935,"Low Fat",0.017253305,"Dairy",51.435,"Other","Tier 2","Supermarket Type1",499.35,6
"7446",7.485,"Low Fat",0.069231189,"Snack Foods",112.1228,"Medium","Tier 1","Supermarket Type1",1215.7508,14
"7447",9.5,"Low Fat",0.074648119,"Snack Foods",253.3724,"Medium","Tier 3","Supermarket Type2",755.0172,4
"7448",18.35,"Low Fat",0.030542489,"Health and Hygiene",193.1162,"Medium","Tier 1","Supermarket Type1",2693.8268,14
"7449",6.365,"Low Fat",0.007359711,"Frozen Foods",60.1536,"Medium","Tier 1","Supermarket Type1",490.0288,14
"7450",11.1,"Low Fat",0.059940022,"Fruits and Vegetables",149.1366,"Medium","Tier 1","Supermarket Type1",4231.8248,14
"7451",11.395,"Low Fat",0.0540205365,"Health and Hygiene",149.2708,"Other","Tier 2","Supermarket Type1",2407.5328,6
"7452",9.895,"Regular",0.048860587,"Frozen Foods",260.2278,"Medium","Tier 3","Supermarket Type2",4165.2448,4
"7453",7.68,"Low Fat",0.153419412,"Health and Hygiene",86.4224,"Other","Tier 2","Supermarket Type1",511.3344,6
"7454",13.65,"Low Fat",0.077219509,"Health and Hygiene",56.493,"Small","Tier 2","Supermarket Type1",509.337,9
"7455",15.75,"Low Fat",0.13504726,"Household",98.57,"Small","Tier 2","Supermarket Type1",2496.75,9
"7456",10.195,"Regular",0.146094132,"Dairy",196.1794,"Medium","Tier 1","Supermarket Type1",2926.191,14
"7457",10.895,"Low Fat",0.027157955,"Others",50.2666,"Medium","Tier 3","Supermarket Type2",820.2656,4
"7458",12.6,"Regular",0.080346058,"Baking Goods",195.711,"Medium","Tier 3","Supermarket Type3",5499.508,28
"7459",17.7,"Regular",0.016596645,"Fruits and Vegetables",48.3034,"Small","Tier 1","Supermarket Type1",777.6544,16
"7460",17.25,"Low Fat",0.084316691,"Soft Drinks",263.391,"Small","Tier 2","Supermarket Type1",6311.784,9
"7461",18.6,"Low Fat",0.076791671,"Snack Foods",161.0236,"High","Tier 3","Supermarket Type1",3705.8428,26
"7462",13.8,"Low Fat",0.01326146,"Canned",108.0254,"Small","Tier 2","Supermarket Type1",759.6778,9
"7463",11.1,"Regular",0.0540205365,"Fruits and Vegetables",165.5526,"Medium","Tier 3","Supermarket Type2",1973.4312,4
"7464",10.195,"Regular",0.012528611,"Meat",195.111,"Other","Tier 2","Supermarket Type1",3731.809,6
"7465",5.88,"Low Fat",0.003597678,"Hard Drinks",153.8998,"Medium","Tier 1","Supermarket Type1",2922.1962,14
"7466",11.15,"Low Fat",0.032438645,"Health and Hygiene",163.0526,"Other","Tier 2","Supermarket Type1",2302.3364,6
"7467",12.6,"Low Fat",0.173527068,"Fruits and Vegetables",92.0462,"Small","Tier 1","Grocery Store",277.6386,28
"7468",11.6,"Low Fat",0.041112694,"Soft Drinks",142.0154,"Medium","Tier 3","Supermarket Type2",850.8924,4
"7469",12.6,"Low Fat",0.089243504,"Canned",139.2496,"Medium","Tier 3","Supermarket Type3",1976.0944,28
"7470",12.1,"Low Fat",0.011539622,"Dairy",163.5526,"Small","Tier 1","Supermarket Type1",2302.3364,16
"7471",12.6,"Low Fat",0.04690397,"Snack Foods",110.657,"Small","Tier 1","Grocery Store",659.142,28
"7472",4.635,"Low Fat",0.141686037,"Breads",126.9994,"Other","Tier 2","Supermarket Type1",1798.9916,6
"7473",8.51,"Low Fat",0.052051256,"Household",142.247,"Other","Tier 2","Supermarket Type1",2004.058,11
"7474",9.6,"Low Fat",0.09627919,"Soft Drinks",167.3158,"Small","Tier 2","Supermarket Type1",1838.2738,9
"7475",17.25,"Regular",0.047533568,"Snack Foods",96.9068,"Other","Tier 2","Supermarket Type1",1458.102,6
"7476",15,"Low Fat",0.04499948,"Health and Hygiene",140.4838,"Other","Tier 2","Supermarket Type1",1685.8056,11
"7477",16.75,"Low Fat",0.12888573,"Breads",87.6856,"Small","Tier 1","Supermarket Type1",1494.0552,16
"7478",8.365,"Low Fat",0.120256303,"Hard Drinks",39.2506,"Other","Tier 3","Grocery Store",75.9012,15
"7479",12.6,"Low Fat",0.0540205365,"Soft Drinks",261.291,"Small","Tier 1","Grocery Store",788.973,28
"7480",18.85,"Low Fat",0.137755834,"Hard Drinks",161.8578,"Medium","Tier 3","Supermarket Type2",3530.0716,4
"7481",6.615,"Low Fat",0.093913607,"Dairy",198.7426,"Other","Tier 2","Supermarket Type1",1186.4556,6
"7482",5.75,"Regular",0.075287081,"Dairy",115.3176,"Medium","Tier 1","Supermarket Type1",572.588,14
"7483",10,"Low Fat",0.100055625,"Snack Foods",113.3544,"Medium","Tier 3","Supermarket Type2",3467.4864,4
"7484",13.1,"Low Fat",0.006061565,"Frozen Foods",188.9898,"Small","Tier 2","Supermarket Type1",4303.0654,9
"7485",10.1,"Regular",0.053667516,"Fruits and Vegetables",223.0088,"Medium","Tier 1","Supermarket Type1",671.1264,14
"7486",12.6,"Low Fat",0.026194237,"Frozen Foods",79.0302,"Medium","Tier 3","Supermarket Type3",1901.5248,28
"7487",11.65,"Regular",0.076002991,"Snack Foods",83.4908,"Other","Tier 2","Supermarket Type1",503.3448,11
"7488",12.6,"Low Fat",0.080111611,"Health and Hygiene",94.6436,"Medium","Tier 3","Supermarket Type3",4065.3748,28
"7489",9.3,"Low Fat",0.043141572,"Fruits and Vegetables",90.4172,"Medium","Tier 3","Supermarket Type2",1249.0408,4
"7490",19.6,"Low Fat",0.024276035,"Dairy",45.3718,"Other","Tier 2","Supermarket Type1",614.5334,11
"7491",11.35,"Low Fat",0.03093263,"Snack Foods",51.5008,"Medium","Tier 3","Supermarket Type2",607.2096,4
"7492",5.44,"Regular",0.017096552,"Baking Goods",178.137,"Other","Tier 2","Supermarket Type1",3175.866,11
"7493",14.65,"Low Fat",0.172357491,"Fruits and Vegetables",50.8692,"Other","Tier 2","Supermarket Type1",788.3072,6
"7494",12.35,"Regular",0.185824165,"Baking Goods",78.5328,"Small","Tier 2","Supermarket Type1",695.0952,9
"7495",12.85,"Regular",0.152988295,"Fruits and Vegetables",253.7382,"Other","Tier 2","Supermarket Type1",2271.0438,6
"7496",17.1,"Low Fat",0.0540205365,"Breads",85.5566,"Medium","Tier 1","Supermarket Type1",1860.2452,14
"7497",11.6,"Regular",0.143897558,"Dairy",240.6222,"High","Tier 3","Supermarket Type1",2868.2664,26
"7498",7.445,"Low Fat",0.037845086,"Baking Goods",75.5354,"Other","Tier 2","Supermarket Type1",1956.1204,6
"7499",12.6,"Regular",0.1748389,"Fruits and Vegetables",142.8786,"Small","Tier 1","Grocery Store",433.4358,28
"7500",12.6,"Regular",0.278730642,"Fruits and Vegetables",63.2194,"Small","Tier 1","Grocery Store",247.6776,28
"7501",6.135,"Low Fat",0.115500999,"Soft Drinks",161.1236,"Medium","Tier 3","Supermarket Type2",644.4944,4
"7502",8.68,"Low Fat",0.01478914,"Frozen Foods",97.7384,"Other","Tier 3","Grocery Store",98.5384,15
"7503",18.5,"Low Fat",0.033938279,"Others",132.5284,"Small","Tier 2","Supermarket Type1",1318.284,9
"7504",14.3,"Low Fat",0.026299797,"Frozen Foods",79.4302,"High","Tier 3","Supermarket Type1",1743.0644,26
"7505",12.6,"Low Fat",0.159394437,"Others",105.6938,"Small","Tier 1","Grocery Store",214.3876,28
"7506",15.35,"Low Fat",0.0540205365,"Snack Foods",88.283,"Small","Tier 1","Supermarket Type1",1797.66,16
"7507",17.7,"Low Fat",0.0540205365,"Dairy",182.5292,"High","Tier 3","Supermarket Type1",2736.438,26
"7508",15.2,"Regular",0.10377827,"Fruits and Vegetables",175.6054,"Small","Tier 1","Supermarket Type1",2451.4756,16
"7509",9.8,"Regular",0.045522854,"Baking Goods",35.0874,"Other","Tier 2","Supermarket Type1",352.874,6
"7510",12.6,"Low Fat",0.095331433,"Frozen Foods",125.5678,"Medium","Tier 3","Supermarket Type3",2543.356,28
"7511",15.25,"Regular",0.0540205365,"Snack Foods",179.766,"Medium","Tier 3","Supermarket Type2",3056.022,4
"7512",17.6,"Low Fat",0.105472205,"Snack Foods",165.6868,"Other","Tier 2","Supermarket Type1",3111.9492,6
"7513",7.55,"Regular",0.030938774,"Fruits and Vegetables",121.0072,"Small","Tier 2","Supermarket Type1",2082.6224,9
"7514",12.6,"Low Fat",0.026174636,"Baking Goods",127.102,"Medium","Tier 3","Supermarket Type3",3415.554,28
"7515",19.7,"Regular",0.160671255,"Canned",254.7014,"Small","Tier 2","Supermarket Type1",3570.0196,9
"7516",13,"Regular",0.070243155,"Snack Foods",65.7484,"High","Tier 3","Supermarket Type1",391.4904,26
"7517",12.6,"Regular",0.038313981,"Fruits and Vegetables",109.957,"Medium","Tier 3","Supermarket Type3",4504.137,28
"7518",11.8,"Regular",0.170548238,"Canned",113.8834,"Medium","Tier 1","Supermarket Type1",1382.2008,14
"7519",20.35,"Low Fat",0.060794097,"Baking Goods",233.6616,"Medium","Tier 1","Supermarket Type1",2577.9776,14
